Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure,Total_Children,Total_Spending
Postgraduate,Single,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,73,191,0,1168
Postgraduate,In_Relationship,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,74,530,1,957
Graduation,Single,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,58,262,2,15
Graduation,In_Relationship,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,47,22,1,57
Graduation,In_Relationship,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,49,594,1,1956
Graduation,Single,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,40,243,0,2013
Postgraduate,In_Relationship,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,51,36,1,326
PhD,In_Relationship,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,57,693,2,77
PhD,Single,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,63,422,0,1313
Postgraduate,Single,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,36,38,0,30
Graduation,In_Relationship,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,64,512,1,315
Postgraduate,In_Relationship,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,72,374,1,660
Graduation,In_Relationship,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,36,514,1,74
Postgraduate,Single,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,47,49,1,46
PhD,Single,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,63,316,1,86
Graduation,Single,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,80,236,0,1103
Postgraduate,In_Relationship,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,51,159,1,61
Graduation,In_Relationship,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,44,222,1,145
Graduation,In_Relationship,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,69,653,2,684
PhD,In_Relationship,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,71,229,1,411
Graduation,Single,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,39,624,1,27
PhD,Single,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,82,358,0,1060
Graduation,In_Relationship,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,61,669,1,1459
Graduation,In_Relationship,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,46,669,1,18
Graduation,In_Relationship,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,51,645,0,1833
Postgraduate,In_Relationship,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,65,87,1,237
PhD,Single,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,62,32,2,48
Graduation,In_Relationship,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,49,343,2,515
Graduation,In_Relationship,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,51,571,0,1020
Graduation,In_Relationship,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,64,31,0,1370
Graduation,In_Relationship,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,74,475,1,1026
Graduation,In_Relationship,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,60,98,1,301
Graduation,In_Relationship,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,69,653,2,684
Graduation,In_Relationship,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,60,617,1,499
Graduation,In_Relationship,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,31,676,0,1004
PhD,In_Relationship,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,51,259,1,218
Graduation,In_Relationship,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,53,402,1,606
Postgraduate,In_Relationship,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,57,359,1,75
Graduation,In_Relationship,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,57,676,3,106
Graduation,In_Relationship,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,77,396,0,990
Graduation,Single,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,56,158,0,1097
Basic,In_Relationship,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,29,132,0,16
Postgraduate,In_Relationship,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,51,104,0,34
PhD,In_Relationship,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,35,672,0,1711
Postgraduate,In_Relationship,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,68,168,2,438
Basic,In_Relationship,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,46,537,1,75
Postgraduate,In_Relationship,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,65,228,1,225
Postgraduate,In_Relationship,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,73,603,2,18
Graduation,In_Relationship,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,44,408,1,470
Graduation,Single,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,44,442,2,91
Postgraduate,Single,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,34,136,0,2525
Graduation,In_Relationship,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,75,532,1,504
Graduation,In_Relationship,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,68,540,1,235
PhD,Single,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,64,526,1,1232
Basic,Single,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,67,422,2,88
Graduation,Single,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,54,52,1,17
Graduation,Single,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,40,331,1,24
Graduation,In_Relationship,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,60,311,2,60
PhD,Single,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,73,308,1,1020
PhD,In_Relationship,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,63,570,1,155
Postgraduate,In_Relationship,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,51,122,2,51
Postgraduate,Single,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,55,554,0,1812
Postgraduate,Single,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,56,589,1,1461
Graduation,Single,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,65,70,1,96
Graduation,Single,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,73,132,1,160
Postgraduate,In_Relationship,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,56,433,2,139
Postgraduate,Single,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,434,1,908
Postgraduate,In_Relationship,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,60,301,1,183
Postgraduate,In_Relationship,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,56,455,1,1161
PhD,In_Relationship,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,53,85,0,988
Postgraduate,Single,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,64,658,1,1072
Graduation,In_Relationship,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,48,291,2,174
Graduation,In_Relationship,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,66,520,1,758
Postgraduate,In_Relationship,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,67,180,1,195
Graduation,Single,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,46,627,1,31
Postgraduate,In_Relationship,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,68,316,0,1084
Postgraduate,In_Relationship,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,69,494,1,685
PhD,In_Relationship,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,60,219,0,1672
Graduation,In_Relationship,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,35,243,0,43
PhD,In_Relationship,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,68,133,2,49
Graduation,In_Relationship,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,60,403,1,133
Graduation,In_Relationship,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,68,260,1,363
Graduation,In_Relationship,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,70,440,1,545
Graduation,In_Relationship,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,53,245,1,1065
Graduation,In_Relationship,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,56,474,0,2047
Graduation,In_Relationship,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,53,606,2,296
Graduation,Single,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,50,366,2,140
Graduation,Single,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,60,347,1,530
PhD,In_Relationship,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,62,690,2,152
PhD,In_Relationship,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,34,266,0,1598
Graduation,Single,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,62,526,1,114
Basic,Single,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,39,676,1,101
Graduation,In_Relationship,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,52,280,1,25
Postgraduate,Single,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,68,519,0,789
Graduation,In_Relationship,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,44,334,2,87
PhD,Single,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,67,280,2,90
PhD,In_Relationship,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,66,427,1,1215
PhD,Single,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,70,260,0,811
Graduation,In_Relationship,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,39,615,1,61
Postgraduate,In_Relationship,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,50,318,1,405
Postgraduate,In_Relationship,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,70,91,2,72
Graduation,Single,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,54,499,2,189
PhD,In_Relationship,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,39,365,1,40
Graduation,Single,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,47,140,1,63
Graduation,In_Relationship,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,42,465,1,52
PhD,In_Relationship,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,49,58,1,39
Graduation,In_Relationship,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,54,34,1,805
Postgraduate,In_Relationship,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,69,73,1,130
Graduation,In_Relationship,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,53,268,0,1631
Graduation,In_Relationship,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,36,360,1,34
Graduation,Single,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,73,212,2,152
Basic,Single,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,41,162,1,21
PhD,In_Relationship,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,58,269,3,71
Graduation,Single,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,63,36,1,899
Postgraduate,In_Relationship,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,78,70,0,711
PhD,In_Relationship,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,47,694,1,351
Graduation,Single,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,54,42,0,8
Basic,Single,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,33,573,1,119
Graduation,In_Relationship,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,57,450,2,21
PhD,In_Relationship,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,52,97,1,10
Graduation,In_Relationship,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,50,36,1,973
PhD,In_Relationship,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,60,306,0,1536
Graduation,In_Relationship,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,73,348,2,992
PhD,In_Relationship,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,58,492,1,1529
Graduation,In_Relationship,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,53,290,1,860
Graduation,Single,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,62,254,1,928
PhD,In_Relationship,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,55,699,2,418
Postgraduate,In_Relationship,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,70,695,1,587
Graduation,In_Relationship,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,50,48,1,641
Graduation,In_Relationship,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,49,102,2,23
Graduation,In_Relationship,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,56,317,0,2279
PhD,Single,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,52,41,2,49
PhD,Single,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,42,403,0,1779
Postgraduate,In_Relationship,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,43,206,0,1804
Graduation,In_Relationship,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,65,358,2,48
Graduation,Single,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,73,115,2,83
Graduation,Single,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,50,264,0,1862
PhD,In_Relationship,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,62,643,2,793
Graduation,In_Relationship,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,55,506,1,84
PhD,In_Relationship,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,77,313,1,183
Postgraduate,Single,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,67,8,0,1383
Graduation,In_Relationship,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,81,83,0,999
Postgraduate,Single,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,62,523,1,825
Graduation,Single,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,53,672,1,246
Postgraduate,In_Relationship,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,59,467,2,610
Postgraduate,Single,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,57,585,1,76
Graduation,In_Relationship,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,54,488,1,1286
Postgraduate,In_Relationship,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,50,195,1,30
Graduation,In_Relationship,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,61,544,3,99
Graduation,Single,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,47,646,0,1192
Graduation,In_Relationship,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,50,212,1,362
Graduation,In_Relationship,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,42,689,0,2130
Postgraduate,Single,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,54,680,0,1229
PhD,In_Relationship,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,68,647,2,38
Postgraduate,In_Relationship,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,74,343,0,485
Basic,In_Relationship,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,74,601,0,434
Graduation,Single,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,55,472,1,44
PhD,In_Relationship,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,53,583,1,496
Postgraduate,In_Relationship,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,56,386,2,78
Postgraduate,In_Relationship,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,53,504,0,2346
Graduation,In_Relationship,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,54,546,0,794
Graduation,In_Relationship,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,69,297,0,17
Graduation,Single,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,54,333,1,26
Postgraduate,In_Relationship,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,52,103,1,76
PhD,Single,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,48,204,2,15
PhD,Single,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,78,2,62
Postgraduate,In_Relationship,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,71,92,1,198
PhD,In_Relationship,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,47,247,1,49
Graduation,In_Relationship,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,59,370,1,802
Graduation,In_Relationship,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,79,130,0,1736
Graduation,Single,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,47,549,2,57
Postgraduate,In_Relationship,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,54,390,1,59
Graduation,In_Relationship,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,72,482,0,2302
Postgraduate,In_Relationship,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,40,131,0,37
Graduation,Single,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,55,489,2,310
Graduation,In_Relationship,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,46,605,0,1305
Graduation,In_Relationship,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,59,366,1,832
Graduation,In_Relationship,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,49,452,2,401
PhD,In_Relationship,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,60,37,0,1501
Graduation,In_Relationship,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,43,166,0,1189
Graduation,In_Relationship,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,53,342,1,1194
PhD,In_Relationship,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,65,149,1,656
Postgraduate,Single,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,69,583,0,1540
Postgraduate,In_Relationship,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,60,307,1,311
Postgraduate,In_Relationship,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,70,235,1,820
Postgraduate,In_Relationship,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,36,169,1,274
PhD,Single,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,63,435,2,57
Graduation,In_Relationship,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,60,271,1,448
Postgraduate,In_Relationship,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,52,19,2,44
Graduation,In_Relationship,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,53,335,2,102
Graduation,In_Relationship,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,41,148,1,61
Postgraduate,In_Relationship,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,65,433,0,1643
Postgraduate,In_Relationship,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,67,388,1,397
Graduation,In_Relationship,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,57,173,1,1121
Graduation,Single,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,48,664,2,473
Basic,In_Relationship,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,51,92,1,50
Postgraduate,In_Relationship,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,63,500,1,1678
Graduation,In_Relationship,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,43,72,0,58
PhD,In_Relationship,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,50,277,1,170
Postgraduate,Single,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,43,199,0,373
PhD,In_Relationship,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,80,224,0,1196
Graduation,In_Relationship,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,46,114,1,101
Graduation,In_Relationship,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,56,564,2,316
Graduation,In_Relationship,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,63,284,1,1400
Graduation,Single,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,77,335,0,1424
Postgraduate,In_Relationship,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,47,680,1,844
Graduation,In_Relationship,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,50,285,1,311
Graduation,In_Relationship,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,43,417,0,1149
Postgraduate,In_Relationship,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,42,70,0,129
Graduation,Single,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,73,256,1,32
Graduation,Single,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,43,690,1,299
Graduation,In_Relationship,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,63,31,1,320
Postgraduate,In_Relationship,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,48,585,1,441
Postgraduate,In_Relationship,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,76,636,2,1178
Graduation,In_Relationship,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,35,498,0,85
Basic,Single,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,43,466,1,24
Graduation,Single,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,50,494,1,112
Postgraduate,In_Relationship,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,66,504,1,30
PhD,In_Relationship,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,42,374,0,410
Graduation,In_Relationship,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,49,302,1,800
PhD,Single,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,63,422,0,1313
